avg_speed_kph,max_speed_kph,speed_std,speed_safety_score,harsh_braking_events,harsh_acceleration_events,braking_safety_score,acceleration_safety_score,consistency_score,overall_safety_score,avg_acceleration,max_acceleration,min_acceleration,total_distance_km,total_trips,avg_trip_duration,speeding_events,night_driving_ratio,weekend_driving_ratio,phone_usage_events,harsh_cornering_events,discount_eligible
73.98728649159834,126.45578896159091,14.59397065173103,69.97128529489288,0.2045251719553939,0.012611545224781667,100.0,100.0,69.81756287044568,84.94721204133464,0.0005578760796366517,1.9267144231675795,-2.0515681132370007,441.0844212330149,15.0,234.58718874114126,1330.681580601097,0.3679570093177974,0.22078199876259275,1.0400706427832755,0.9736429510970461,0
86.47727518936885,163.70040263215992,20.015419270263443,49.40519192440544,1.0776588476025333,0.972515402865351,97.03321020506871,97.06279472172166,59.20508720871029,75.65256978327893,-0.0012011741324564529,2.905573000840145,-2.9404039899763137,683.2322063427562,15.0,321.428067277903,3034.166911279907,0.27849685382795736,0.0962188536531535,-0.007884238621807687,1.0059205055365883,0
84.54199576062216,154.12219323323606,20.06935333323261,49.42835791530652,0.9487378128645008,0.8323936212907608,96.93914692396557,96.96206024679036,60.465196582182024,75.97338862437213,-0.000551611265849065,3.0322422509499787,-2.9821383125363807,497.2163366768815,15.0,231.0888327013168,2048.104877129683,0.3743474395767757,0.6582536830698731,0.018753033804890063,0.008659764429000356,0
83.62882560057282,154.50632513390025,19.61540357695574,49.58015665415391,-0.0073141792880663335,1.1920139873879765,99.99838756220558,96.87157497763185,60.22912462833483,76.70232032062219,-0.0008605498818652884,3.010768612184697,-2.574873785610741,481.43605745201523,15.0,226.07044409459579,2048.8999766509573,0.23882352421199013,0.1417277962880765,0.03285120361233777,-0.01816317876717249,0
74.1079249469801,119.13544181223648,15.416343491585447,69.90823813858657,0.11657344122366536,-0.2630832157802548,100.0,100.0,70.34847962889083,85.06417944186936,-5.494473863078177e-05,2.113952930886623,-1.910416551094979,458.530332486618,15.0,240.73513708176506,1350.1083396969307,0.2619223711778799,0.3750654575828354,0.9972592641420429,1.023565434997704,0
85.21921999636194,149.49334326427999,19.871971428805534,49.27564495655622,2.159721608951686,1.0593690356339147,94.0389037426639,97.11168487528148,75.90397423940189,75.22057499454036,0.0015096241066244805,2.7482459893261773,-2.870963392192567,568.5121022946678,15.0,267.78369644816945,2441.5499493186903,0.09055619920251501,0.28738590813773596,-0.009610968030898151,0.9622381151708526,0
83.99211503321975,159.72282497752596,19.753533850540446,51.052805398425164,0.38750179516715344,-0.03748778556310163,100.0,100.0,59.94422655564123,77.7492579885166,0.00018189248765291668,2.8391928767947854,-2.6975632062121986,544.8547025900788,15.0,260.26184952248286,2178.382767176065,0.3360522652040967,0.18711067547285057,0.03285120361233777,1.065574822915276,0
76.68382360999726,131.49622776392627,15.896853990574465,69.69526261835358,0.10831370253852245,0.1439610007348646,100.0,99.93496742856442,69.7969921463056,84.87306369116479,0.0004464192698314421,2.2292193280425474,-2.1010242092210962,519.3028676535884,15.0,275.17359235535775,1557.7029454146736,0.06681787565720848,0.07309163166742587,-0.1177894995166865,-0.035026935758882397,0
75.30297524218615,116.19139044244939,14.554795018731346,69.7121666848239,0.3754853622471702,0.047305692082553044,99.9206483873857,100.0,70.09332910501819,91.36881668315878,0.0004683764610496658,2.0654988772476384,-2.2131949296354683,500.45848493953645,15.0,267.265223371947,1463.2327221165374,0.11290571672782675,0.5827681253244561,0.07256750738522179,0.04684355054947343,0
84.23505602337328,159.59736656478992,20.555321689967034,50.1034328370186,-0.3006806336237154,-0.13318960676168196,100.0,100.0,75.90397423940189,77.41657915408695,-2.1745729007876068e-05,2.71422698229375,-3.2635544636598053,507.99073581731443,15.0,238.08232995330434,2251.612127303422,0.21957321161130508,0.423827881383653,1.01988591711722,-0.017408785508772683,0
